1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
37:[174.99423 146.66245 367.333  ],[200.56409 103.18754 227.0159 ],[207.3304   86.47749 187.40945],[210.68962  80.33107 163.9235 ],[213.41122  76.36923 145.01668],[159.38568  87.10693 214.65936],[145.96895   83.961464 173.38254 ],[136.93643  81.84384 150.69812],[128.64034  79.89886 133.14925],[124.03891  83.76573 230.13779],[109.89478  101.625565 193.06152 ],[113.356224 122.24141  205.85445 ],[119.622536 122.003654 224.32733 ],[ 82.46202  92.85978 250.99411],[ 81.08274 118.11893 229.78899],[ 86.76056 133.41913 236.10709],[ 91.322495 142.12418  243.83124 ],[157.94183 173.8359  299.7033 ],[153.68747 182.50238 267.61603],[127.19679 167.52411 253.56883],[116.64975 150.87244 274.17792]
38:[164.46965 141.06783 312.964  ],[169.35275   12.549332 252.72192 ],[175.47243  -12.602564 217.74178 ],[188.98738     3.7901917 205.52388  ],[191.47786  21.07888 214.21121],[125.71878   12.266846 223.26419 ],[123.56079   -9.461538 185.62247 ],[139.27118    7.218605 176.92706 ],[145.1204   21.8844  188.38446],[ 92.7435   36.59828 213.4494 ],[ 78.277176    5.4369926 186.74025  ],[ 90.283005  13.592334 166.99173 ],[100.471565  29.834259 170.59229 ],[ 62.356907  76.604034 197.80281 ],[ 49.8929   63.61737 170.13371],[ 43.128548  56.25363  155.77158 ],[ 38.123764  50.65042  145.78119 ],[182.23508  119.753006 245.2344  ],[191.32695  100.925964 219.04887 ],[180.86272  83.1595  192.62387],[154.19264  80.31824 182.93436]
39:[151.44308 164.42986 347.934  ],[190.93082  122.898415 213.18579 ],[203.53893 109.72063 173.67554],[212.42148 102.07259 152.15204],[220.77785  95.75769 135.69409],[160.17737 148.71906 180.55803],[161.30823 154.4429  137.43451],[162.18047  158.61131  113.299126],[164.05424 163.78062  94.5818 ],[130.44518 175.29031 180.4638 ],[147.79146 198.93011 148.30878],[159.92496 210.81378 165.97823],[156.76047 205.2376  184.40276],[103.92049 213.55255 186.78708],[ 97.36337 224.07066 156.19366],[ 93.76747 230.59154 140.357  ],[ 91.044235 235.81581  129.33235 ],[199.28758 187.60445 302.07678],[222.3728  192.29337 278.2464 ],[211.62727 204.1782  248.80643],[190.87752 213.59181 231.65755]
40:[150.27512 154.98598 377.717  ],[141.74036   55.813873 284.14853 ],[130.79436   29.955742 250.90366 ],[126.61456   15.914732 231.25595 ],[124.79899    5.066411 215.1442  ],[109.11235  72.54169 248.37167],[120.94706  70.09726 206.56685],[137.2416   87.09935 213.35435],[137.71706  93.35234 231.82718],[ 87.728004 102.107544 240.1     ],[ 97.826385 101.86979  197.77217 ],[115.98595 118.00033 201.04158],[119.18486  124.558365 219.13385 ],[ 72.581635 143.64926  229.77408 ],[ 60.086395 129.43169  202.73126 ],[ 53.762512 121.62771  188.40092 ],[ 49.899036 116.01442  177.9216  ],[172.0758  155.53973 306.6559 ],[182.06894 148.45532 275.46698],[174.48203 145.8857  242.92064],[149.52513 151.33154 230.24199]
41:[163.80272 156.4113  382.526  ],[183.30356  64.4135  282.53253],[192.9188   33.98575 252.94574],[198.55635   16.142668 237.11868 ],[203.18655     1.4863176 225.10521  ],[141.6988    44.056107 282.75104 ],[126.23139   13.925808 255.42699 ],[116.71136    -0.5256815 238.07254  ],[108.58383  -11.057967 223.80421 ],[107.66673   47.368828 301.8666  ],[ 95.0175   36.3327  261.71838],[ 90.92282   56.218475 247.99094 ],[ 94.43839  73.37274 256.58994],[ 67.78801   64.270355 318.7429  ],[ 63.060295  50.47687  289.12918 ],[ 61.195667  56.823914 272.9276  ],[ 60.85471  67.23825 266.02277],[193.31725 151.90215 319.92157],[210.31282 143.78853 292.20657],[227.72435 134.4058  265.1468 ],[247.76611 130.50146 245.2386 ]
42:[159.99443 149.7325  368.308  ],[200.72116 110.80266 231.69322],[217.3073  105.15742 191.85968],[227.86743 102.74242 169.87549],[237.16673  101.814865 152.75142 ],[161.4665  100.39789 209.66225],[163.24445  90.15676 167.40544],[164.44208  83.47088 143.85724],[165.52594  77.83873 125.21119],[124.92686  100.266785 216.81316 ],[118.40002 121.97209 179.66534],[121.13886 142.3896  192.94228],[124.46498 141.52588 212.14545],[ 82.86313 112.76123 227.67685],[ 71.249466 114.58163  196.83218 ],[ 64.44571  115.780876 180.75354 ],[ 59.309227 117.1737   169.44301 ],[163.44948 177.79279 298.91983],[169.02997 186.75572 267.1185 ],[143.7084  175.17378 248.46092],[128.16252 161.93344 268.3675 ]
43:[109.37541  116.030136 431.207   ],[132.07474   30.082054 328.28604 ],[113.743286  38.957695 289.83008 ],[109.119484  55.390877 307.41486 ],[113.46167   57.740273 326.28802 ],[102.006035   2.877884 332.4823  ],[ 82.55763   11.009018 294.41232 ],[ 79.950966  35.17833  291.2974  ],[ 85.74968  49.52012 303.18265],[ 75.3425    -1.258873 354.52246 ],[ 55.79245     4.4828525 316.0711   ],[ 56.55254   25.105568 329.2915  ],[ 63.622124  28.915043 347.07013 ],[ 38.942833   4.145401 375.23743 ],[ 28.668095  10.193945 344.4571  ],[ 36.553425  23.728096 352.261   ],[ 41.775345  26.04097  363.38007 ],[113.5901  120.9063  358.47244],[119.53093 118.75648 325.56522],[126.12203  116.285324 292.79514 ],[135.1754  117.85689 265.7985 ]
44:[164.02147 179.76555 350.981  ],[187.09557  69.02972 277.6438 ],[196.04828   60.726303 235.87561 ],[202.02545  55.88853 212.60498],[207.5605    52.046097 194.29733 ],[142.22064   62.874176 255.1326  ],[147.85059   42.042477 217.3434  ],[151.49226  29.10543 196.8489 ],[154.90094  18.67204 180.7214 ],[105.8712   80.29615 253.10716],[ 98.0703    50.512848 222.35362 ],[ 94.06823  34.67628 204.08234],[ 92.13366   25.639969 186.90172 ],[ 69.50275 113.46231 245.18715],[ 56.03296  92.25777 223.77415],[ 48.985405  81.060844 212.31932 ],[ 44.042496  73.127426 204.01991 ],[171.12108 161.71806 283.6128 ],[177.27962 144.67215 255.42928],[146.83702 136.64153 243.93208],[119.01811 139.81784 249.34242]
45:[158.33961 187.28421 309.497  ],[184.66325  61.3394  257.72186],[198.95619   26.117714 236.53639 ],[207.70645    8.598175 221.80031 ],[215.01965   -5.193033 210.10028 ],[135.6848    48.970398 240.72424 ],[136.84683    8.761959 224.12271 ],[137.51888  -14.087864 215.28603 ],[138.06221  -32.400795 208.58437 ],[ 95.4769    65.228455 238.62888 ],[ 86.392365  34.16697  209.53705 ],[ 81.04094   15.910456 194.08664 ],[ 76.637596    0.9205675 182.40398  ],[ 53.305435  98.054184 228.56224 ],[ 61.630093 109.56725  198.76738 ],[ 69.60105  123.006775 206.64745 ],[ 70.26793 124.87595 218.98897],[157.34613 186.18849 234.29242],[160.34393 176.26718 202.42735],[129.73598 162.72789 200.61938],[103.93275 150.87427 197.98549]
46:[156.67365 152.22871 367.588  ],[222.67935 133.2222  237.66382],[238.52158 132.2649  197.14485],[248.09918 132.6219  174.58836],[256.37375 133.49551 156.94356],[197.64024  101.214096 216.87831 ],[178.32527 129.19058 189.7135 ],[166.77428 142.60977 206.65909],[165.85114 142.07352 226.13808],[166.38019   81.241905 223.9639  ],[159.86588   83.878815 181.0187  ],[153.66927  88.60284 157.78212],[147.07953  94.56531 140.41562],[122.6857    69.137146 233.47354 ],[122.22543  53.45965 204.42896],[121.48883   45.724926 188.74828 ],[120.65379  40.4962  177.42508],[167.80562 154.77158 296.84396],[178.98889 154.35486 265.25977],[180.06407 141.53012 234.31145],[183.39279 131.5269  207.81413]
47:[203.27238 184.38701 288.599  ],[245.73877  55.43741 242.46777],[250.64322  66.70182 200.72165],[244.55042   89.790146 206.24075 ],[240.41357  93.71682 224.89655],[196.6262    31.714745 243.29477 ],[197.81804  43.09403 201.3094 ],[193.58475  67.02403 198.13332],[189.58022   84.522354 205.7716  ],[153.71143   40.333397 252.73933 ],[147.46455  30.20851 210.88074],[150.68771   52.571236 201.3848  ],[154.23593   71.702354 199.97717 ],[105.74227  63.17086 253.60883],[ 94.58831  36.53602 237.61638],[ 89.2392    23.633476 227.07295 ],[ 86.57866   16.991165 216.82343 ],[211.68047 161.76454 221.41252],[220.65253 142.51682 195.49286],[192.85138  124.165146 199.19965 ],[173.43777 129.13567 219.48901]
48:[123.59664 151.05945 351.434  ],[163.79874  66.45324 247.55684],[158.28564   28.332008 227.30698 ],[152.79518    8.031244 214.72179 ],[148.29114   -8.386824 205.19647 ],[143.01505   24.793755 266.22037 ],[113.84511   25.599413 233.9381  ],[106.95324  45.42655 246.58879],[115.64631   51.022312 263.13232 ],[120.57886   12.119095 300.6887  ],[ 90.927315  12.805195 268.8454  ],[ 83.26879   35.264557 274.97543 ],[ 91.156    44.93138 289.97263],[ 86.195145   8.290421 337.73608 ],[ 77.66241  -11.190439 312.49182 ],[ 70.83436  -18.526308 298.14557 ],[ 64.842865 -22.219635 287.81537 ],[134.92752 142.27853 283.76517],[145.76695 134.66293 252.98676],[139.54558 101.93475 249.30043],[135.5217   74.29936 243.52586]
49:[174.67445 173.73668 338.203  ],[221.89508  55.00186 294.39725],[242.36438   38.855328 259.55508 ],[254.81305   29.538044 240.61118 ],[265.3554    22.324387 225.86693 ],[180.46135  35.45539 275.04697],[189.97661   45.595867 233.81215 ],[186.12883  69.60346 230.73264],[179.4584   81.02138 245.07515],[141.25662   44.716896 269.68527 ],[148.6886    18.836517 235.49974 ],[153.35953     4.4107094 216.24535  ],[157.38162    -7.5683947 201.38281  ],[ 98.56533  68.53195 254.87039],[ 98.0264   37.84701 242.71605],[ 97.79104   21.551416 236.34029 ],[ 97.69973    9.941507 231.70851 ],[193.3978  129.17514 294.15735],[205.69873 102.00731 278.88   ],[204.20998  73.10768 261.96777],[199.83867   48.574547 248.10165 ]
50:[127.71946 133.6056  376.57   ],[166.4465    59.703503 262.436   ],[157.06367   32.576885 229.72838 ],[151.25616   18.774578 210.32678 ],[146.18161    8.561083 194.49945 ],[126.915695  42.603226 243.5712  ],[121.248856  67.69922  208.4748  ],[122.832146  86.00868  224.68929 ],[125.30505  84.27371 243.9622 ],[ 91.76342   44.039734 249.38756 ],[ 84.09539  64.01605 211.49524],[ 85.514175  84.54301  224.81006 ],[ 88.55323  87.70654 243.81866],[ 51.079872  57.971798 253.82155 ],[ 41.742985  52.938656 222.56337 ],[ 36.55345  51.06758 205.95554],[ 32.644012  50.12571  194.11996 ],[179.89087  126.767426 341.71017 ],[206.98178 117.61304 324.2436 ],[233.84108  107.831215 306.74152 ],[260.45923 103.29468 297.5684 ]
51:[119.83582 151.0212  366.577  ],[189.67197  42.33896 381.16666],[193.19072   39.875786 337.86273 ],[182.71773   55.145435 321.80634 ],[172.16493   68.999886 330.5963  ],[156.0304     9.960152 373.88672 ],[156.82404     7.8838587 330.4271   ],[154.24652   22.617643 311.01254 ],[150.83728  40.98653 305.3972 ],[118.08169    8.193932 365.87982 ],[121.69143  -21.161276 333.9593  ],[122.972084 -33.76137  312.97714 ],[123.54346 -41.52258 295.08838],[ 72.36067   14.474091 341.85864 ],[ 68.682785 -18.023743 337.3923  ],[ 66.94664  -35.021225 333.60764 ],[ 65.72866  -47.138752 330.79095 ],[141.9659   126.694824 305.44946 ],[159.39664  108.744934 283.16107 ],[149.53104  77.87734 274.60013],[141.56726   51.522095 267.1683  ]
52:[175.47224 168.79826 360.862  ],[177.74982  63.55597 274.97253],[172.56717   26.886936 252.1208  ],[169.56436    5.904358 239.81764 ],[167.13649  -11.039587 230.45927 ],[132.20065   45.318237 287.74545 ],[110.67423   12.332008 269.24677 ],[ 97.624695  -3.242485 255.54283 ],[ 86.920876 -15.396733 244.66748 ],[ 99.80669   53.851753 314.49927 ],[ 80.68787  39.82054 278.01263],[ 77.12469  59.02443 263.2083 ],[ 84.00868   75.894714 270.1779  ],[ 63.47783  76.73357 338.0631 ],[ 53.065712  52.143143 318.65994 ],[ 49.954967  57.266014 302.21817 ],[ 51.499268  68.93925  298.02264 ],[199.30515 160.59407 295.10864],[213.24301 149.99606 266.5391 ],[224.1811  135.10385 238.57468],[239.69785 126.19727 216.36755]
53:[163.2855  170.34457 300.261  ],[213.65598  50.73419 242.43039],[234.14948   18.275543 221.93326 ],[245.91423      0.57855415 209.72423   ],[255.48465 -13.06668 199.5859 ],[167.60173   26.698929 231.7261  ],[174.19344  -12.825779 214.75476 ],[177.95251  -35.320404 205.78177 ],[180.97255  -53.355717 198.98633 ],[124.81224   32.962837 234.85248 ],[119.36304   -6.912018 218.30011 ],[116.11227  -27.919842 206.10352 ],[113.393105 -43.747963 195.02887 ],[ 76.12573  54.29425 230.51517],[ 62.131176  28.884964 214.76382 ],[ 54.891785  15.906529 205.52242 ],[ 49.934387   7.188757 198.06076 ],[167.60986 151.65417 230.56404],[175.06995 134.52106 202.75027],[146.90327  116.357086 202.38087 ],[122.2218   111.825325 215.92857 ]
54:[178.53606 184.58669 305.232  ],[184.64314   53.414642 258.42664 ],[176.76254   14.773472 240.03001 ],[174.37564    -4.6169453 225.23245  ],[172.87637  -19.941223 213.25374 ],[134.99516  48.86889 240.24945],[142.26971   55.072018 197.79617 ],[154.48529  76.31693 198.09048],[157.12242   83.760124 215.92908 ],[ 97.9404   71.76228 236.32925],[103.054146  76.43064  193.36723 ],[111.56143  99.36619 194.86383],[113.35826 107.92655 212.30122],[ 61.82631 111.48953 224.01244],[ 73.88767 120.20134 194.547  ],[ 81.47114 134.51805 201.16325],[ 80.203545 136.70222  213.40556 ],[186.60074 157.43755 241.40851],[192.09717 134.96214 217.1712 ],[160.44606 127.59141 208.96709],[134.03578 120.17432 201.17372]
55:[163.64917 146.22868 375.466  ],[225.14343  78.65515 267.88574],[253.11172  106.047806 248.88321 ],[244.38885 125.60486 260.8032 ],[230.43521 127.20827 274.3419 ],[200.57408   88.003235 226.33374 ],[218.87634   66.206436 193.41556 ],[231.2968    54.800583 175.63097 ],[242.24702  45.81788 162.2155 ],[171.78883 106.73917 215.05235],[179.43123  90.20079 175.5333 ],[184.67722   80.018616 153.86636 ],[190.60501  72.75174 136.76009],[142.25816 139.43019 205.65594],[138.78552 138.57033 172.84154],[136.89539 138.22398 155.4473 ],[135.95291 138.4176  142.98431],[224.4035  166.12845 359.61826],[256.14517 167.90395 349.0298 ],[267.63327 169.57169 317.58664],[263.63632 170.5629  289.36795]
56:[197.36734 164.82545 300.443  ],[252.70349 134.22069 161.09924],[249.03291 174.15567 144.20534],[235.50986 188.87357 158.38857],[227.4728  185.77582 175.8923 ],[204.82957  116.241486 141.22775 ],[199.00734  156.30106  125.258644],[196.75584 173.2304  142.8365 ],[197.47342 169.15797 161.90143],[157.39436 109.87255 153.51314],[156.58649 133.62384 117.05903],[150.18878 154.87666 127.45326],[148.60886 151.48889 146.6    ],[103.6144  119.38535 174.1853 ],[ 89.97958 115.166   144.42169],[ 81.96287  113.467674 128.95883 ],[ 76.3075  115.51474 118.00082],[197.90875 214.67354 240.81479],[203.08118 233.56494 213.62724],[186.74898 237.91751 184.68346],[163.51056 226.73541 172.51018]
57:[111.77956 142.90088 425.043  ],[126.48922  25.4133  463.8747 ],[147.50363   21.420753 425.97833 ],[149.69453  37.26867 407.41232],[144.95276   54.826813 400.35556 ],[ 92.795746    5.3752975 411.3393   ],[113.691895    0.6713338 373.45917  ],[112.30452  23.96417 365.96436],[110.780716  42.706978 360.77243 ],[ 66.48246   22.454079 369.60275 ],[ 79.54549   -15.1919365 352.1152   ],[ 91.054146 -14.062238 330.50668 ],[ 96.90984     -0.60943604 317.64963   ],[ 46.685436  50.507446 323.4382  ],[ 65.81199  25.47123 313.59204],[ 76.04666   12.281919 308.34363 ],[ 83.78113     3.4649582 304.02036  ],[159.09137  117.472115 390.36478 ],[184.11266  96.61264 382.515  ],[200.40584   72.027435 366.59244 ],[221.77315   54.242992 360.23602 ]
58:[136.78723 119.57115 409.557  ],[154.50775  55.50218 280.29913],[150.32281   32.297318 243.72455 ],[147.11444   18.922977 223.43942 ],[142.88255    9.526826 206.87517 ],[123.52208   28.586319 278.38882 ],[102.34198   44.052906 243.66322 ],[100.61251   59.668743 262.473   ],[106.68703   59.874653 281.01022 ],[ 97.08856   20.275604 299.3471  ],[ 75.02691  33.90107 264.39987],[ 73.4      53.54379 278.9659 ],[ 79.31954   58.174446 296.96832 ],[ 61.17181  20.94057 324.00916],[ 49.3665    34.745277 296.44742 ],[ 54.78327  51.33847 297.70312],[ 61.490643  57.325256 306.38766 ],[143.32132 141.23944 340.91486],[150.0111  147.26094 308.6381 ],[157.25455 153.71046 276.55438],[167.0892  163.36691 251.58871]
59:[162.70728 146.09029 358.148  ],[178.57513   20.658508 316.76202 ],[190.74303  -19.795826 306.31842 ],[197.68616  -42.567554 300.49652 ],[203.26178  -60.692284 295.91638 ],[148.23878  20.52761 270.12958],[140.02138  -13.113365 243.77737 ],[156.37094 -10.55041 225.70042],[166.76503     5.6690035 228.77686  ],[123.696045  44.054386 247.40482 ],[128.37735  16.37195 214.15654],[132.05704      0.27903748 196.04214   ],[135.43274  -13.077075 182.22948 ],[103.91837  80.15634 220.01114],[ 99.39189  67.90902 189.6945 ],[ 96.78415  60.74316 173.94324],[ 95.09724   55.266384 162.8342  ],[197.47783 110.13218 313.97647],[213.34721  85.21719 298.1585 ],[210.30241   66.150986 270.76074 ],[207.55074  48.8338  248.27084]
60:[118.26756 169.7343  354.998  ],[210.75583 100.0686  288.96573],[195.9258  103.34829 248.18591],[174.91455  114.252365 241.83911 ],[165.12328 121.76011 256.9499 ],[192.61697   53.869263 299.1677  ],[203.92743   33.052513 262.6654  ],[209.0292    21.286354 241.78043 ],[212.78258   11.441226 225.36224 ],[161.66449   35.959785 319.5681  ],[152.85933   27.840641 277.7324  ],[134.60277   44.120148 276.20633 ],[133.19328   52.595753 293.72058 ],[117.832825  23.96273  332.60025 ],[121.99272   -7.499918 323.52383 ],[120.65403  -18.413887 309.90967 ],[118.38396 -23.03749 298.52017],[114.69341 159.52158 282.32053],[120.737595 151.89386  250.25673 ],[117.92045 118.66435 246.89645],[112.79483  92.46579 256.9272 ]
61:[159.81851 175.37128 318.017  ],[170.56242  39.58185 331.7716 ],[176.154      -3.4138641 335.4841   ],[179.3037   -27.657417 337.2112  ],[181.81078 -46.95481 338.58823],[123.940956  27.11686  334.26773 ],[122.863106 -16.139206 338.89706 ],[122.25493  -40.499046 341.52032 ],[121.77041 -59.88778 343.6211 ],[ 88.64435  43.60086 333.45145],[ 75.06272     2.5112915 338.01938  ],[ 67.3096   -20.684917 339.59363 ],[ 61.086945 -39.161163 340.2848  ],[ 48.343407  70.01378  317.81287 ],[ 33.750248  40.444004 319.31363 ],[ 26.018522  24.759418 319.9966  ],[ 20.535072  13.527825 319.8103  ],[200.37045 126.80488 304.40976],[219.3933   99.22204 304.06314],[235.8655   70.03162 303.9444 ],[257.0765   50.98606 303.1623 ]
62:[156.50348 148.90869 394.912  ],[167.07867   50.458088 302.91473 ],[163.238     16.817604 275.57892 ],[161.00806   -2.591814 260.7818  ],[159.19073  -18.390121 249.48216 ],[124.23503  38.86566 296.29092],[106.34421  10.93734 268.1199 ],[ 96.943886     0.94067955 247.8134    ],[ 88.999695   -6.9784365 231.85257  ],[ 91.33849  49.34485 308.243  ],[ 78.61641   40.404655 267.59943 ],[ 80.5343    59.876026 252.84001 ],[ 87.95445  74.39708 263.54755],[ 55.29083  73.45604 315.51126],[ 49.324474  49.27047  293.85382 ],[ 49.62789   53.562782 276.89102 ],[ 52.03629  65.32915 273.42636],[199.19519 125.62242 353.9109 ],[220.77364  107.918785 335.3703  ],[242.6902  89.9377 317.4881],[260.18436   73.482376 302.11185 ]
63:[141.98383 158.49725 385.172  ],[154.18172 104.59857 251.72531],[154.65988  85.85043 212.45753],[154.96538   74.026726 190.99222 ],[155.25409  63.82712 174.36526],[112.35335 103.97826 233.74107],[105.03087 119.09443 193.5968 ],[112.216736 142.48404  192.203   ],[120.22167 151.72621 207.40413],[ 80.13316 113.54045 243.11064],[ 72.33207  124.784195 201.80203 ],[ 79.5896  147.54889 207.25641],[ 85.14417 150.44174 225.73204],[ 46.65147 136.03224 254.34808],[ 53.560593 159.38715  232.06813 ],[ 64.66697 162.1724  245.30229],[ 66.56204 156.85847 256.4568 ],[137.34148 179.83064 312.4785 ],[137.32976 184.91998 279.359  ],[110.85295 180.35654 259.31952],[ 83.55569 172.1038  259.2565 ]
64:[170.14848 148.29034 374.723  ],[204.62569   69.909485 261.62512 ],[206.43073  92.73577 224.61996],[198.43063 110.43671 239.56415],[193.86954 113.47513 258.28674],[164.21646   54.844994 246.59015 ],[163.10799  80.11466 211.17978],[162.15825 101.00164 223.96593],[162.11609 101.61556 243.46445],[128.10959   58.867905 255.50229 ],[123.95688  77.98216 216.62968],[128.54817   98.761925 228.78595 ],[131.83044 100.57673 247.93025],[ 86.991066  76.7498   263.36435 ],[ 78.557686  62.889343 234.61804 ],[ 75.04388  59.06311 217.9068 ],[ 73.0855   58.34037 205.58228],[213.65927 138.91852 325.4805 ],[236.2922  128.76077 302.9556 ],[255.13432  115.578636 278.5705  ],[264.9194  100.88814 256.17197]
